1,01E+18;en;02-07-18 1:33;Twitter for Android;140;0;334;ARG,POR,ESP,DEN,WorldCup;EA SPORTS FIFA;EASPORTSFIFA;Syafi'e;Singapore;323;143
1,01E+18;en;02-07-18 1:33;Twitter for Android;140;0;2338;ARG;Squawka News;SquawkaNews;Mohamed Moussa;Ismalia, Egypt;22;452
1,01E+18;en;02-07-18 1:33;Twitter for iPhone;77;0;1;CRODEN,WorldCup;Amin Ali;aminali83;Akshay Malhotra;New Delhi, Delhi;739;1437
1,01E+18;en;02-07-18 1:33;Twitter for iPhone;156;4;5;mufc,worldcup;David De Gea;d_degeaofficial;United Indonesia;Indonesia;1250993;385
1,01E+18;en;02-07-18 1:33;Twitter for iPhone;83;0;196;WorldCup;Darth Vader;DepressedDarth;James;England/Czech;1011;950
1,01E+18;en;02-07-18 1:33;Twitter for Android;140;0;245;WorldCup,BELJPN;Simon Mignolet;SMignolet;Nader jaafar;Sao paulo - brazil ;262;252
1,01E+18;en;02-07-18 1:33;Twitter for iPhone;86;0;852;WorldCup;8bit-Football.com;8bitfootball;Clandestino;Republica de Puerto Rico ;208;880
1,01E+18;en;02-07-18 1:33;Twitter for Android;140;0;313;ATLUTD,WorldCup;11Alive Sports;11AliveSports;W M;Global Citizen;150;290
1,01E+18;en;02-07-18 1:33;Twitter Lite;139;0;276;WorldCup;Squawka Football;Squawka;Gita;Indonesia;124;35
1,01E+18;en;02-07-18 1:33;Twitter Web Client;108;0;3437;WorldCup;Bleacher Report;BleacherReport;Jay Glus;Fairview, PA;285;655
1,01E+18;en;02-07-18 1:33;Twitter for iPhone;116;0;10978;FRAARG,WorldCup;Four-eyed Edo boy™;Alex_Houseof308;Halima;abuja;1133;433
1,01E+18;en;02-07-18 1:33;Twitter for iPhone;140;0;10;BRAMEX,WorldCup;Football Battles;FootbaIIBattIes;Thato Kunene;Kuruman, South Africa;61;195
1,01E+18;en;02-07-18 1:33;Twitter for Android;140;0;262;WorldCup,POR,ENG;Match of the Day;BBCMOTD;Jerry 23;Ocean View,Cape Town;9;342
1,01E+18;en;02-07-18 1:33;Twitter for Android;135;0;3817;worldcup;Simon Clancy;SiClancy;damian jennings;Ireland;139;628
1,01E+18;en;02-07-18 1:33;Twitter for iPhone;106;0;1;ESP,RUS,WorldCup,ESPRUS;Liz Acevedo;Pumulo86;Slimboy fat2;Dallas, TX;10;43
1,01E+18;en;02-07-18 1:33;Twitter for iPhone;138;0;14;Spain,ESPRUS;Jason Foster;JogaBonito_USA;The US of Arsenal;United States;659;2295
1,01E+18;en;02-07-18 1:33;Twitter for Android;116;0;544;WorldCup,CRO,BeProud,CRODEN,Family,Vatreni;HNS | CFF;HNS_CFF;EvilX;BKK Thailand;43;139
1,01E+18;en;02-07-18 1:33;Twitter for iPhone;140;0;2;WorldCup;TorontoStar;TorontoStar;Michau van Speyk;Toronto, Ontario;1399;5002
1,01E+18;en;02-07-18 1:32;Twitter Web Client;140;0;760;TokenSale,bitcoin,crypto,blockchain,exchange,ICO,EOS;Qurrex,Qurrex;qurrex,qurrex;maliha jannat;Bangladesh;2293;2840
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;87;0;18;WorldCup,Uganda;Simon Kaheru,Oskar Semweya-Musoke;skaheru,SemweyaMusoke;Tukundane Yonna;Uganda;1868;594
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;67;0;31;WorldCup;Taylor Twellman;TaylorTwellman;Mauricio Gonzalez;NJ/NYC;85;546
1,01E+18;en;02-07-18 1:32;Twitter for Android;131;0;501;KingEric,Mufc,WorldCup;Totally Man Utd™;TotallyMUFC;Riz Ulala;Rawang, Selangor;71;148
1,01E+18;en;02-07-18 1:32;Twitter for Android;139;0;564;WorldCup;SPORF,England;Sporf,England;Rob Tyler;Wirral;779;524
1,01E+18;en;02-07-18 1:32;Twitter for Android;140;0;23;RUS,WorldCup;AP Sports,Graham Dunbar;AP_Sports,gdunbarap;Alan;Houston, TX;616;2450
1,01E+18;en;02-07-18 1:32;Twitter for Android;66;0;9727;WorldCup;Troll Football;TrollFootball;Mirza Aiman;Kuala Lumpur, Wilayah Persekut;681;684
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;95;0;790;ESP,WorldCup,RUS;Manchester United,David de Gea;ManUtd,D_DeGea;Tengku Azlan Shah TJ;Bandar Shah Alam, Selangor;226;738
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;169;4;1;32Nations1City,WorldCup,NYCFC,BRAMEX,BELJPN;Telemundo Deportes,Rockefeller Center;TelemundoSports,rockcenternyc;New York City FC;New York City;389785;6290
1,01E+18;en;02-07-18 1:32;Twitter for Android;140;0;1851;ManoftheMatch;Budweiser;Budweiser;Carlos  Covaleda;Cesar, Colombia;323;308
1,01E+18;en;02-07-18 1:32;Twitter for Android;113;0;1477;WorldCup;Footy Jokes;Footy_JokesOG;Kotak R2;Bumi Arema;132;183
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;120;0;731;WorldCup;Squawka Football;Squawka;ramiro;Texas, USA;404;201
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;80;0;5344;WorldCup;B/R Football;brfootball;M;H-town;759;591
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;110;0;578;WorldCup;Pornhub ARIA;Pornhub;Jaidev Bhullar;Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur;156;191
1,01E+18;en;02-07-18 1:32;Twitter for Android;139;0;16;WorldCup;Mohandas Menon;mohanstatsman;balaji babu;chennai, Tamil Nadu;198;338
1,01E+18;en;02-07-18 1:32;Twitter for iPhone;140;0;3;cavani;AMARAN,Cristiano Ronaldo;_AMARAN_,Cristiano;Idrees Al-Rifayee;West Region, Singapore;100;267
1,01E+18;en;02-07-18 1:31;Twitter for Android;143;0;1;WorldCup;Tina Cervasio;TinaCervasio;RayRay;Brooklyn, NY;1377;493
1,01E+18;en;02-07-18 1:31;TweetDeck;218;0;0;WorldCup,WorldCupRussia2018,RussiaSpagna;Francis Leach;SaintFrankly;Nearly;Podcast Land;292;112
1,01E+18;en;02-07-18 1:31;Twitter for iPhone;88;0;390;WorldCup;Bleacher Report;BleacherReport;dawson;Richmond, KY;1036;4978
1,01E+18;en;02-07-18 1:31;Twitter for Android;66;0;9727;WorldCup;Troll Football;TrollFootball;Michael Opara;Ebonyi, Nigeria;56;70
1,01E+18;en;02-07-18 1:31;Twitter for iPhone;116;0;10978;FRAARG,WorldCup;Four-eyed Edo boy™;Alex_Houseof308;‘Tosin;Cyprus;1439;337
1,01E+18;en;02-07-18 1:31;Twitter for Android;66;0;9727;WorldCup;Troll Football;TrollFootball;uncle slick;Gidi;836;514
1,01E+18;en;02-07-18 1:31;Twitter for Android;109;0;468;WorldCup,worldcup2018;SIVIWE LUTSEKE.;lutsekeZA;phaladi;Tembisa, South Africa;82;702
1,01E+18;en;02-07-18 1:31;Twitter for Android;140;0;4;WorldCup;The Ringer,Ryan O'Hanlon;ringer,rwohan;Xavier Carlier;Guayaquil, Ecuador;316;217
1,01E+18;en;02-07-18 1:31;Twitter for iPhone;99;0;5398;WorldCup,Cristiano,Ronaldo,Messi;BossLogic;Bosslogic;XXX.;Pachuca de Soto, Hidalgo;278;127
1,01E+18;en;02-07-18 1:31;Twitter for iPhone;139;0;1031;WorldCup;FC Barcelona,Ivan Rakitic,HNS | CFF;FCBarcelona,ivanrakitic,HNS_CFF;Paige Tiemann;Texas, USA;972;1287
1,01E+18;en;02-07-18 1:31;Twitter for Android;138;0;762;WorldCup;Footy Jokes;Footy_JokesOG;harri prasojo;JKT - YK PP;506;1738
1,01E+18;en;02-07-18 1:31;Twitter for Android;71;0;310;WorldCup;Footy Jokes;Footy_JokesOG;Erwin Yokoyama;Pondok Ungu Permai, Bekasi;299;342
1,01E+18;en;02-07-18 1:31;Twitter for iPhone;140;0;225;WorldCup;SB Nation;SBNation;"Scha Swift;";Malaysia;515;325
1,01E+18;en;02-07-18 1:31;Twitter Web Client;96;0;162;WorldCup;Bilal B.,ChristianVieri;JuveBillz,vieri_bobo;thedukeofajax;Bendigo;267;504
1,01E+18;en;02-07-18 1:31;Twitter for Android;140;0;135;ESP,GER,ARG,POR,ENG,WorldCup;BBC Sport;BBCSport;Sathish (Satick);Colombo/Kandy,Sri Lanka;457;359
1,01E+18;en;02-07-18 1:31;Twitter for Android;113;0;1477;WorldCup;Footy Jokes;Footy_JokesOG;Eko Septian Mohamad;Kendari - Indonesia;197;256
1,01E+18;en;02-07-18 1:31;Twitter for iPhone;140;0;197;WorldCup;Eefje Depoortere;sjokz;Josue.;In Cibeles With The Decima;463;425
1,01E+18;en;02-07-18 1:31;Twitter for iPhone;131;0;501;KingEric,Mufc,WorldCup;Totally Man Utd™;TotallyMUFC;Chrishinee Rita;Singapore;3926;287
1,01E+18;en;02-07-18 1:31;Twitter for iPhone;86;0;267;WorldCup;Aaron Dodson;aardodson;Brad Wall;NC ;833;116
1,01E+18;en;02-07-18 1:30;Twitter for Android;124;0;2102;WorldCup,ESPRUS,ESP;Denizcan Grimes;MrFilmkritik;HARDIANTI ALI;Kalimantan Utara, Indonesia ;1987;676
1,01E+18;en;02-07-18 1:30;Twitter for iPhone;66;0;9728;WorldCup;Troll Football;TrollFootball;Ahmad Zubaidi;malacca;609;458
1,01E+18;en;02-07-18 1:30;Twitter for Android;64;0;4369;WorldCup;HRK800 Serial No. 191 919 199;MisterHeartz;One human  (space);thailand;176;800
1,01E+18;en;02-07-18 1:30;Twitter for iPad;139;0;28;CRO;UFWC;UFWC_Football;Edward Bryant;Melbourne;120;365
1,01E+18;en;02-07-18 1:30;Twitter for Android;140;0;1656;ESPRUS,WorldCup;FC Zenit in English;fczenit_en;Polly;Bedfordshire;17;98
1,01E+18;en;02-07-18 1:30;SnappyTV.com;218;0;0;OptusSport,WorldCup;Michelle Escobar;MMEsco15;Optus Sport;Australia;21583;232
1,01E+18;en;02-07-18 1:30;Twitter for iPhone;140;0;1656;ESPRUS,WorldCup;FC Zenit in English;fczenit_en;Luke Stanley;Liverpool, England;519;1298
1,01E+18;en;02-07-18 1:30;Twitter Lite;109;0;468;WorldCup,worldcup2018;SIVIWE LUTSEKE.;lutsekeZA;Black_J;"""047""";5;13
1,01E+18;en;02-07-18 1:30;Twitter for Android;140;0;54;WorldCup,ESPRUS,RUSESP;Sreejit;ThisHungryPanda;Drew Hunter Davidson;Melbourne;127;267
1,01E+18;en;02-07-18 1:30;Twitter for iPhone;123;0;36;worldcup;Steven Goff;SoccerInsider;Keith Buderus;Sterling, CO;418;412
1,01E+18;en;02-07-18 1:30;Twitter for iPhone;80;0;5344;WorldCup;B/R Football;brfootball;Finnigan Nemo;Philadelphia, PA;89;101
1,01E+18;en;02-07-18 1:30;Twitter Web Client;140;0;1;glamping,dorset,WorldCup;Guy Mallinson;guymallinson;A M Kassam;Outer Limits;4429;4959
1,01E+18;en;02-07-18 1:30;Twitter for Android;86;0;852;WorldCup;8bit-Football.com;8bitfootball;ananas;São Paulo, Brasil;6159;1692
1,01E+18;en;02-07-18 1:30;Twitter for Android;140;0;3;NXTUK,205Live,Android,sdlive,Maradona,WorldCup2018;YARIS DK;Yaris__omar;YARIS DK;egypt;247;835
1,01E+18;en;02-07-18 1:30;Twitter for Android;135;0;3817;worldcup;Simon Clancy;SiClancy;Antarik Chatterjee;Kolkata, India;85;406
1,01E+18;en;02-07-18 1:30;Twitter for Android;66;0;9728;WorldCup;Troll Football;TrollFootball;farah;Malaysia;4018;1235
1,01E+18;en;02-07-18 1:30;Twitter for iPhone;133;0;39;CRO,WorldCup;TSN;TSN_Sports;Alex marques;langley,bc;20;126
1,01E+18;en;02-07-18 1:30;Twitter Web Client;71;0;26;ESP,WorldCup;ITV Football;itvfootball;Aurora Sunrise;Earth C-137;371;1410
1,01E+18;en;02-07-18 1:30;Twitter for iPad;101;0;676;WorldCup;Have I Got News For You;haveigotnews;Veronica #FBPE #PeoplesVote #FinalSayForAll;London, UK;7402;5282
1,01E+18;en;02-07-18 1:30;Twitter for iPhone;99;0;5398;WorldCup,Cristiano,Ronaldo,Messi;BossLogic;Bosslogic;mg;Here and there. Mostly There;14;233
1,01E+18;en;02-07-18 1:30;Twitter for Android;99;0;5398;WorldCup,Cristiano,Ronaldo,Messi;BossLogic;Bosslogic;David J Frank;Calgary, Alberta;1521;1911
1,01E+18;en;02-07-18 1:30;Twitter for Android;95;0;123;WorldCup;Footy Jokes;Footy_JokesOG;Refa;seal online BOD - Elim;396;228
1,01E+18;en;02-07-18 1:30;Robin's NewsWire Retweets;140;0;9;card,Mundial,printable,DIY;Owl ArtShop,Etsy;OwlArtShop,Etsy;Global News Report;RT's Are FYI Purposes Only;26432;18438
1,01E+18;en;02-07-18 1:30;Twitter for iPhone;140;0;10;ESPRUS,WorldCup;Kasturi Shankar;KasthuriShankar;Mr.Bing;Winterfel;417;556
1,01E+18;en;02-07-18 1:30;Twitter for Android;140;0;7;Zagreb,Croatia;RT Sport;RTSportNews;Maulid Billie Ali;Isiolo, Kenya;1994;4990
1,01E+18;en;02-07-18 1:30;Twitter for iPhone;127;0;17990;FRA,FRAARG,WorldCup;Zach Townsend;fussballerisch;gaara;666;570;246
1,01E+18;en;02-07-18 1:29;Twitter for iPhone;80;0;5344;WorldCup;B/R Football;brfootball;A R Y A N;Madeira, Portugal;440;308
1,01E+18;en;02-07-18 1:29;Twitter for iPhone;140;0;9;worldcup;Ata Dizdar;ata_dizdar;•;Oklahoma;983;500
1,01E+18;en;02-07-18 1:29;Twitter for iPhone;108;0;32;WorldCup,MEX;Juan Escalante;JuanSaaa;Yanin;orlando;77;132
1,01E+18;en;02-07-18 1:29;Twitter for Android;137;0;207;ESPRUS,WorldCup;Smart kingsley;Donkingsmart;Asap kenn;Nairobi, Kenya;32;329
1,01E+18;en;02-07-18 1:29;Twitter for Android;140;0;225;WorldCup;SB Nation;SBNation;L;Saratok, Sarawak;702;437
1,01E+18;en;02-07-18 1:29;Twitter for iPhone;77;0;1;WorldCup;Patrick Diamonon;TheLaxingPanda;Eric Ruppel;Quincy, IL;429;779
1,01E+18;en;02-07-18 1:29;Twitter for iPhone;139;0;755;WorldCup,WorldCup;SPORF;Sporf;Hazim;Anfield;489;371
1,01E+18;en;02-07-18 1:29;Twitter for Android;138;0;762;WorldCup;Footy Jokes;Footy_JokesOG;Aldobudi;Jakarta Pusat, DKI Jakarta;181;1924
1,01E+18;en;02-07-18 1:29;Twitter Lite;140;0;413;CRODEN,WorldCup;Match of the Day;BBCMOTD;(((Tito Orlovi Vatreni)));Yakima, WA;9296;10030
1,01E+18;en;02-07-18 1:29;Twitter for iPhone;133;0;3518;WorldCup;Dale Johnson;DaleJohnsonESPN;M | F | K;England;240;1134
1,01E+18;en;02-07-18 1:29;Twitter for Android;144;0;34;GoalOfTheDay,LongestGoal;UNICEF;UNICEF;Licio Torri;Coccaglio;336;230
1,01E+18;en;02-07-18 1:29;Twitter for Android;218;0;0;WorldCup;joanne k clifton,Flashdance UK Tour,Korean Air;joanneclifton,FlashdanceUK,KoreanAir_KE;Ash Applewhaite;South-East, UK ;288;3064
1,01E+18;en;02-07-18 1:29;Twitter for iPhone;140;0;155;WorldCup,CRODEN;True Soccer Life;TrueSccrLife;David Chavez;North Las Vegas, Nevada;178;106
1,01E+18;en;02-07-18 1:29;Twitter for Android;66;0;9728;WorldCup;Troll Football;TrollFootball;Alexis;Asuncion, Paraguay;302;322
1,01E+18;en;02-07-18 1:29;Twitter for Android;116;0;3;WorldCup;Adriano Del Monte;adriandelmonte;Alejandro;Firenze, Toscana;156;209
1,01E+18;en;02-07-18 1:29;Twitter for iPhone;109;1;0;LAbron,WorldCup;Rich Eisen Show,Rich Eisen,Chris Brockman,Michael Del Tufo;RichEisenShow,richeisen,chrisbrockman,MichaelDelTufo;Lisa Valenzuela;puyallup, wa;97;310
1,01E+18;en;02-07-18 1:29;Twitter for Android;86;0;852;WorldCup;8bit-Football.com;8bitfootball;Kike;Colombia;3122;3522
1,01E+18;en;02-07-18 1:29;Twitter for Android;140;0;20;WorldCup,FRA,CRO,CRO,BRA;RMadridHome;RMadridHome_;.;Yogyakarta, Indonesia;499;194
1,01E+18;en;02-07-18 1:29;Twitter for iPhone;139;0;2324;WorldCup;SPORF,England;Sporf,England;Jenson Green;Sheffield-England;542;528
1,01E+18;en;02-07-18 1:29;Twitter for iPhone;140;0;7;WorldCup,Wimbledon,TdF;metrosportHQ;metrosportHQ;Tubbysan;skolville;462;4779
1,01E+18;en;02-07-18 1:29;Twitter for Android;140;0;15239;Hot100,WorldCup;billboard;billboard;Anita;Bronx, NY;31;39
1,01E+18;en;02-07-18 1:29;Twitter for Android;109;0;468;WorldCup,worldcup2018;SIVIWE LUTSEKE.;lutsekeZA;UMHLABA;East London, South Africa;105;318
1,01E+18;en;02-07-18 1:28;Twitter Lite;99;0;5398;WorldCup,Cristiano,Ronaldo,Messi;BossLogic;Bosslogic;davii;Buenos Aires, Argentina gregorio de laferrere;2304;2290
1,01E+18;en;02-07-18 1:28;Twitter for Android;66;0;9728;WorldCup;Troll Football;TrollFootball;Huguinho_68;Porto, Portugal;21;184
1,01E+18;en;02-07-18 1:28;Twitter for iPhone;116;0;544;WorldCup,CRO,BeProud,CRODEN,Family,Vatreni;HNS | CFF;HNS_CFF;J.A. Cussianovich;Lima, Perú;240;90
1,01E+18;en;02-07-18 1:28;Twitter for Android;63;0;399;WorldCup;World Cup;WorldCupFootby;Raul;El Paso, TX;130;360
1,01E+18;en;02-07-18 1:28;Twitter for iPhone;140;0;2;WorldCup;theScore;theScore;James Bigg;Toronto, Canada;1759;1620
1,01E+18;en;02-07-18 1:28;Twitter for Android;84;0;0;WorldCup;christine teigen;chrissyteigen;€ M M 4;Abergavenny, Wales;184;312
1,01E+18;en;02-07-18 1:28;Twitter for iPhone;80;0;5344;WorldCup;B/R Football;brfootball;Dr. M7md;Jeddah;105;336
1,01E+18;en;02-07-18 1:28;Twitter for iPhone;66;0;9728;WorldCup;Troll Football;TrollFootball;Deng;Anfield, Liverpool;1109;767
1,01E+18;en;02-07-18 1:28;Twitter for Android;140;0;9;worldcup;Ata Dizdar;ata_dizdar;Rufnex;Tulsa OK;766;726
1,01E+18;en;02-07-18 1:28;Twitter for Android;132;0;876;WorldCup;Ian Doyle;IanDoyleSport;Khaled Youssef;Egypt;846;1899
1,01E+18;en;02-07-18 1:28;Twitter for Android;140;0;170;WorldCup;Squawka Football;Squawka;Efo. Seleção;Adenta;2287;1929
1,01E+18;en;02-07-18 1:28;Twitter for Android;156;0;0;WorldCup,MEX,BRA;Morgan Weeks;morganweeks;Taylor Tey;Clemson, SC;58;462
1,01E+18;en;02-07-18 1:28;Twitter for Android;66;0;9728;WorldCup;Troll Football;TrollFootball;richard;under the sky, above the sea;1744;1595
1,01E+18;en;02-07-18 1:28;Twitter Web Client;140;0;334;ARG,POR,ESP,DEN,WorldCup;EA SPORTS FIFA;EASPORTSFIFA;Aurora Sunrise;Earth C-137;371;1410
1,01E+18;en;02-07-18 1:28;Twitter for iPhone;140;0;2;Lakers,LeBron,nba,Cavs;J Choo;jchooworld;Bob Vance;Scranton, PA;13;34
1,01E+18;en;02-07-18 1:28;Twitter for Android;140;0;195;CRO,DEN,WorldCup;Squawka Football;Squawka;Efo. Seleção;Adenta;2287;1929
1,01E+18;en;02-07-18 1:28;Twitter for iPhone;116;0;10978;FRAARG,WorldCup;Four-eyed Edo boy™;Alex_Houseof308;Young Jèfe®;DMV;579;566
1,01E+18;en;02-07-18 1:28;Twitter for iPhone;124;0;2102;WorldCup,ESPRUS,ESP;Denizcan Grimes;MrFilmkritik;Afif Mutashim;West Sumatra, Indonesia;324;226
1,01E+18;en;02-07-18 1:28;Twitter for Android;140;0;44;ESPRUS,WorldCup;Kiran Kumar S;KiranKS;Shrikant V. Nair;UDAIPUR;83;295
1,01E+18;en;02-07-18 1:28;Twitter for iPhone;66;0;9728;WorldCup;Troll Football;TrollFootball;Asyraf;Stamford Bridge, England;322;348
